Class Name, Initialization Kind, Reason for Initialization
java.util.stream.Nodes$InternalNodeSpliterator$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$InternalNodeSpliterator$OfLong, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$InternalNodeSpliterator$OfPrimitive, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$InternalNodeSpliterator$OfRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$LongArrayNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$LongFixedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$LongSpinedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$SizedCollectorTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$SizedCollectorTask$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$SizedCollectorTask$OfRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$SpinedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ToArrayTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ToArrayTask$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ToArrayTask$OfPrimitive, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ToArrayTask$OfRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.PipelineHelper, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$1ReducingSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$3, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$3ReducingSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$4, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$4ReducingSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$AccumulatingSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$Box, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$ReduceOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReduceOps$ReduceTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$$Lambda$197/0x0000000300277730, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$$Lambda$801/0x0000000300e7b478, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$2, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$2$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$3, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$3$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$4, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$4$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$7, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$7$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$Head, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$StatefulOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ReferencePipeline$StatelessOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Sink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Sink$ChainedInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Sink$ChainedReference, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Sink$OfDouble, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Sink$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Sink$OfLong, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$$Lambda$991/0x0000000300f893c8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$1Splitr, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfDouble, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfDouble$1Splitr, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfInt$1Splitr, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfLong, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfLong$1Splitr, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfPrimitive, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.SpinedBuffer$OfPrimitive$BaseSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Stream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Stream$Builder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamOpFlag, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamOpFlag[], BUILD_TIME, arrays are initialized at build time
java.util.stream.StreamShape, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamShape[], BUILD_TIME, arrays are initialized at build time
java.util.stream.StreamSpliterators, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$AbstractWrappingSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$DelegatingSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$DistinctSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$DistinctSpliterator$$Lambda$1177/0x00000003010ec318, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$IntWrappingSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$IntWrappingSpliterator$$Lambda$1166/0x00000003010da7c0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$IntWrappingSpliterator$$Lambda$1167/0x00000003010daac8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$IntWrappingSpliterator$$Lambda$1180/0x00000003010edf10, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$WrappingSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$304/0x0000000300ac63e8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$949/0x0000000300f3dda8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$951/0x0000000300f3e278, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.StreamSupport, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Streams, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Streams$AbstractStreamBuilderImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Streams$RangeIntSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Streams$StreamBuilderImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.TerminalOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.TerminalSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Tripwire, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$1Op, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$1Op$1OpSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$DropWhileOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$DropWhileSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$DropWhileTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$UnorderedWhileSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$UnorderedWhileSpliterator$OfRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.WhileOps$UnorderedWhileSpliterator$OfRef$Dropping, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.CheckedInputStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.Checksum, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.DataFormatException, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.Deflater$DeflaterZStreamRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.DeflaterOutputStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.GZIPInputStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.GZIPInputStream$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.GZIPOutputStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.Inflater$InflaterZStreamRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.InflaterInputStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipCoder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipCoder$UTF8ZipCoder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipConstants, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipEntry, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipException, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipFile, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipInputStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.zip.ZipUtils, BUILD_TIME, Core JDK classes are initialized at build time
javax.accessibility.AccessibilityProvider, BUILD_TIME, from command line with ''
javax.accessibility.Accessible, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleAction, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleBundle, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleComponent, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleContext, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleEditableText, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleExtendedComponent, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleExtendedText, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleState, BUILD_TIME, from command line with ''
javax.accessibility.AccessibleText, BUILD_TIME, from command line with ''
javax.accessibility.Accessible[], BUILD_TIME, arrays are initialized at build time
javax.crypto.AEADBadTagException, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.BadPaddingException, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.Cipher, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.Cipher$Transform, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.CipherSpi, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.CryptoAllPermission, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.CryptoAllPermissionCollection, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.CryptoPermission, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.CryptoPermissionCollection, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.ExemptionMechanism, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.ExemptionMechanismException, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.IllegalBlockSizeException, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.JceSecurity, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.JceSecurity$IdentityWrapper, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.JceSecurityManager, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.KeyAgreement, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.KeyAgreementSpi, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.KeyGenerator, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.KeyGeneratorSpi, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.Mac, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.MacSpi, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.NoSuchPaddingException, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.NullCipher, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.ProviderVerifier, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto.SealedObject, BUILD_TIME, Core JDK classes are initialized at build time
